Order Date,Product Name,Category,Region,Quantity,Sales,Profit
03-09-2022,Mouse,Accessories,North,2,632,87.45
09-11-2024,Monitor,Accessories,North,7,3675,236.8
12-09-2023,Smartwatch,Electronics,West,6,5592,926.42
11-02-2023,Keyboard,Accessories,East,6,6432,807.94
27-08-2023,Camera,Electronics,East,3,3069,503.3
26-05-2023,Keyboard,Accessories,North,7,2898,490.11
30-05-2024,Tablet,Electronics,North,4,3960,632.76
31-07-2024,Tablet,Electronics,South,3,1476,85.16
14-11-2023,Printer,Office,East,2,1058,298.69
27-11-2023,Monitor,Accessories,South,5,1215,162.02
04-03-2024,Camera,Electronics,North,3,204,20.43
24-12-2024,Tablet,Electronics,West,7,4137,221.66
21-05-2022,Camera,Electronics,West,5,250,16.81
14-09-2022,Tablet,Electronics,West,5,1185,254.34
12-03-2024,Headphones,Accessories,South,2,1504,108.52
28-06-2024,Keyboard,Accessories,West,6,6888,945.07
25-12-2024,Smartphone,Electronics,West,3,3588,958.84
18-11-2022,Laptop,Electronics,South,7,1477,367.22
22-10-2022,Smartwatch,Electronics,East,8,1280,131.56
16-11-2024,Tablet,Electronics,South,7,7161,630.76
13-03-2023,Printer,Office,North,5,1850,346.4
27-12-2023,Mouse,Accessories,East,3,3378,520.31
30-10-2024,Laptop,Electronics,West,7,7672,2046.38
03-11-2024,Tablet,Electronics,South,6,4254,938.66
19-11-2024,Keyboard,Accessories,East,5,2285,279.9
29-04-2024,Keyboard,Accessories,West,7,5775,680.6
21-10-2022,Smartphone,Electronics,North,9,9360,910.35
25-01-2023,Printer,Office,North,8,6936,1156.52
17-05-2022,Camera,Electronics,East,9,5634,464.71
29-03-2024,Smartphone,Electronics,North,4,2644,731.86
22-11-2023,Headphones,Accessories,North,1,247,35.65
24-09-2023,Laptop,Electronics,East,7,1869,357.27
17-07-2024,Smartwatch,Electronics,West,7,1988,430.59
17-06-2023,Laptop,Electronics,West,4,1920,549.11
20-05-2024,Headphones,Accessories,West,3,2577,196.37
10-06-2024,Camera,Electronics,East,3,828,117.95
31-01-2022,Camera,Electronics,South,2,1580,403.76
13-09-2023,Camera,Electronics,East,9,9009,1909.26
01-10-2022,Smartphone,Electronics,East,9,7425,1580.86
24-12-2024,Monitor,Accessories,West,5,2945,672.35
19-07-2023,Mouse,Accessories,West,3,294,22.9
17-05-2024,Mouse,Accessories,South,5,5875,789.23
17-01-2022,Smartwatch,Electronics,West,3,1308,197.6
10-01-2024,Monitor,Accessories,South,4,2360,391.82
10-04-2023,Smartwatch,Electronics,West,6,1008,245.45
27-10-2023,Smartwatch,Electronics,North,6,1344,338.4
12-01-2022,Printer,Office,West,7,5635,1185.97
15-09-2023,Mouse,Accessories,East,4,4088,1200.03
04-12-2024,Camera,Electronics,South,8,2192,441.77
06-06-2022,Keyboard,Accessories,South,8,1952,444.15
28-01-2023,Smartphone,Electronics,East,7,3955,1144.76
24-06-2023,Mouse,Accessories,South,8,5256,1118.16
28-12-2022,Camera,Electronics,North,1,1163,115.09
24-09-2022,Smartwatch,Electronics,North,9,5004,973.65
06-05-2023,Mouse,Accessories,North,8,9128,1342.19
13-07-2023,Laptop,Electronics,East,4,4700,576.34
05-01-2022,Camera,Electronics,West,2,1686,146.39
03-08-2024,Keyboard,Accessories,South,9,4572,279.54
21-08-2023,Smartphone,Electronics,South,5,2510,515.12
04-06-2023,Smartphone,Electronics,West,3,3117,829.09
12-05-2024,Laptop,Electronics,West,1,380,94.35
14-07-2023,Monitor,Accessories,West,9,2889,604.19
08-11-2024,Smartwatch,Electronics,East,9,3654,581.9
12-09-2023,Printer,Office,East,6,5610,298.77
27-04-2024,Smartphone,Electronics,South,1,668,99.4
08-01-2022,Smartphone,Electronics,South,7,3983,360.13
24-01-2024,Keyboard,Accessories,South,1,1112,272.81
20-06-2022,Monitor,Accessories,North,9,4230,221.06
01-08-2024,Tablet,Electronics,East,8,2968,530.3
10-01-2022,Monitor,Accessories,West,5,4690,706.74
09-05-2022,Camera,Electronics,West,6,4296,1240.31
19-12-2023,Camera,Electronics,North,7,7203,523.52
20-11-2022,Smartphone,Electronics,North,4,3640,695.31
11-11-2022,Smartphone,Electronics,East,1,1131,304.62
03-01-2024,Camera,Electronics,West,9,3627,797.53
11-08-2023,Mouse,Accessories,South,8,7968,1249.98
23-11-2022,Headphones,Accessories,South,3,3546,490.28
01-03-2024,Tablet,Electronics,South,5,2270,546.56
07-07-2023,Keyboard,Accessories,West,2,1354,136.91
20-04-2023,Headphones,Accessories,West,7,6811,1423.57
09-02-2022,Smartwatch,Electronics,East,3,1410,232.65
17-10-2022,Keyboard,Accessories,North,2,1170,249.99
04-08-2023,Laptop,Electronics,East,7,4739,740.74
01-12-2023,Mouse,Accessories,South,9,7866,1554.38
31-07-2022,Monitor,Accessories,East,5,3645,388.31
24-02-2023,Headphones,Accessories,East,6,5358,568.34
18-05-2024,Camera,Electronics,North,5,1775,486.37
19-05-2023,Headphones,Accessories,South,9,4905,1351.25
29-09-2022,Mouse,Accessories,East,6,4260,372.33
03-09-2024,Printer,Office,East,2,1632,292.78
12-03-2023,Smartwatch,Electronics,East,6,3324,466.78
17-07-2023,Camera,Electronics,West,5,4590,347.14
14-04-2022,Laptop,Electronics,East,9,8496,2182.42
16-06-2022,Printer,Office,North,6,6444,518.79
14-03-2022,Camera,Electronics,North,1,812,51.13
15-07-2023,Monitor,Accessories,West,6,1764,465.93
13-05-2024,Printer,Office,West,1,1012,172.67
03-05-2023,Keyboard,Accessories,South,2,836,47.07
29-12-2023,Smartwatch,Electronics,East,1,723,115.26
05-12-2022,Headphones,Accessories,North,6,5628,1033.15
26-09-2024,Laptop,Electronics,North,5,1660,283.14
28-03-2023,Headphones,Accessories,West,3,2295,244.83
19-04-2024,Printer,Office,East,2,2190,477.8
11-10-2024,Tablet,Electronics,East,7,3500,919.35
23-04-2022,Headphones,Accessories,West,2,1098,239.92
01-06-2023,Mouse,Accessories,North,5,945,194.03
19-02-2022,Mouse,Accessories,West,6,5622,1382.67
13-07-2023,Camera,Electronics,East,3,2325,309.49
03-08-2022,Keyboard,Accessories,South,1,1157,252.08
30-01-2024,Printer,Office,West,3,531,126.24
23-07-2023,Tablet,Electronics,West,2,1760,278.09
12-11-2023,Smartwatch,Electronics,North,1,371,108.58
15-10-2024,Smartphone,Electronics,East,4,1896,191.7
09-08-2023,Smartwatch,Electronics,South,2,514,106.75
18-08-2022,Monitor,Accessories,West,7,1876,129.25
19-08-2023,Camera,Electronics,East,6,1182,236.12
14-03-2022,Smartphone,Electronics,North,5,4255,961.41
15-09-2022,Monitor,Accessories,North,9,1341,150.7
23-09-2022,Keyboard,Accessories,North,1,644,49.25
17-05-2024,Monitor,Accessories,South,3,1827,94.4
27-10-2024,Camera,Electronics,North,1,930,136.16
15-02-2022,Camera,Electronics,South,4,528,152.8
23-02-2022,Monitor,Accessories,South,6,4236,739.22
14-01-2023,Headphones,Accessories,North,4,1664,190.82
12-01-2023,Smartwatch,Electronics,North,3,2727,554.46
08-02-2022,Smartwatch,Electronics,North,2,522,52.73
06-12-2024,Mouse,Accessories,West,7,8288,1945.03
12-03-2024,Laptop,Electronics,West,9,1062,73.58
01-10-2023,Smartphone,Electronics,East,3,1140,226.52
12-04-2024,Keyboard,Accessories,East,8,3488,712.24
22-12-2023,Tablet,Electronics,North,8,5920,1436.7
06-03-2024,Monitor,Accessories,North,9,3096,362.89
02-05-2024,Monitor,Accessories,South,5,3490,205.04
02-04-2022,Smartwatch,Electronics,South,6,4374,702.62
11-02-2024,Smartphone,Electronics,South,6,3366,541.86
02-04-2024,Printer,Office,East,6,822,231.62
27-11-2024,Monitor,Accessories,North,2,340,39.12
30-08-2022,Mouse,Accessories,East,1,763,217.94
15-07-2022,Headphones,Accessories,West,4,3408,856.98
21-02-2022,Tablet,Electronics,West,7,2282,537.71
14-09-2023,Camera,Electronics,South,7,4151,1047.43
08-04-2024,Laptop,Electronics,North,7,6279,1689.55
24-10-2023,Monitor,Accessories,North,3,474,83.32
16-04-2023,Monitor,Accessories,West,5,680,176.44
15-10-2023,Headphones,Accessories,West,9,8496,1721.6
20-08-2023,Keyboard,Accessories,South,7,7826,714.68
24-10-2023,Mouse,Accessories,South,6,4014,717.44
26-07-2024,Laptop,Electronics,East,1,687,62.82
31-10-2024,Smartwatch,Electronics,South,3,2943,234.27
28-04-2022,Printer,Office,East,7,5649,660.37
15-08-2024,Tablet,Electronics,North,8,3296,623.67
28-09-2024,Headphones,Accessories,North,3,1137,173.92
18-07-2024,Smartphone,Electronics,North,2,380,101.7
22-10-2022,Laptop,Electronics,West,5,4405,1247.86
01-11-2022,Tablet,Electronics,East,1,120,9.43
13-06-2023,Printer,Office,East,1,1176,182.07
20-02-2023,Camera,Electronics,South,3,1770,366.58
20-05-2023,Camera,Electronics,South,6,4302,965.02
19-12-2023,Camera,Electronics,North,3,2988,362.68
17-06-2024,Headphones,Accessories,East,3,3033,458.41
14-07-2023,Mouse,Accessories,South,9,6363,1752.65
04-07-2022,Tablet,Electronics,West,6,3402,501.29
23-03-2022,Keyboard,Accessories,South,4,3496,1032.81
19-11-2022,Monitor,Accessories,East,4,1080,204.95
28-02-2022,Headphones,Accessories,East,6,1530,218.99
11-09-2023,Keyboard,Accessories,West,4,3568,764.2
13-11-2022,Smartphone,Electronics,West,1,954,48.97
17-03-2024,Camera,Electronics,West,4,1196,223.66
13-02-2022,Smartwatch,Electronics,North,4,2136,217.47
13-07-2024,Printer,Office,South,9,8496,2316.03
07-05-2024,Laptop,Electronics,West,7,7280,1450.82
24-09-2022,Smartwatch,Electronics,South,5,4935,625.39
12-08-2024,Tablet,Electronics,South,8,9056,872.48
06-01-2023,Smartwatch,Electronics,South,1,563,46.96
03-03-2022,Printer,Office,South,2,1570,247.7
02-03-2022,Camera,Electronics,North,3,2181,517.02
25-09-2024,Mouse,Accessories,North,4,3808,442.33
06-12-2022,Keyboard,Accessories,West,7,6552,635.09
18-06-2023,Laptop,Electronics,South,8,6544,1086.29
21-11-2023,Mouse,Accessories,West,3,2631,157.19
31-03-2023,Monitor,Accessories,West,9,945,94.75
11-06-2024,Monitor,Accessories,West,2,760,192.42
25-04-2023,Monitor,Accessories,North,4,1392,394.48
17-12-2022,Smartwatch,Electronics,East,3,1242,206.74
05-07-2024,Laptop,Electronics,East,3,3183,868.73
07-04-2023,Monitor,Accessories,West,5,4260,229.77
26-07-2022,Smartphone,Electronics,West,1,1041,132.46
18-05-2022,Smartwatch,Electronics,East,3,1692,348.81
15-03-2022,Camera,Electronics,North,4,1728,403.06
13-10-2023,Camera,Electronics,South,4,4484,893.27
19-06-2024,Smartphone,Electronics,East,7,4123,750.05
03-11-2024,Mouse,Accessories,East,2,2372,392.07
16-04-2023,Smartphone,Electronics,East,7,5201,745.2
27-09-2024,Mouse,Accessories,South,5,3100,695.28
12-07-2022,Smartwatch,Electronics,East,6,5292,1105.95
06-03-2023,Tablet,Electronics,South,6,5952,971.53
10-01-2023,Smartphone,Electronics,East,4,1932,472.91
05-10-2023,Tablet,Electronics,West,6,3486,1011.74
25-05-2024,Tablet,Electronics,West,2,1708,441.43
12-09-2024,Monitor,Accessories,South,4,4324,288.12
30-07-2024,Laptop,Electronics,South,4,2708,302.14
29-03-2022,Printer,Office,West,8,7944,1142.83
10-04-2023,Camera,Electronics,East,3,684,39.33
01-01-2023,Printer,Office,West,9,5904,1440.45
20-03-2024,Printer,Office,South,5,4970,1080.12
02-02-2024,Headphones,Accessories,West,2,2288,234.97
18-07-2023,Smartphone,Electronics,East,6,4662,350.79
25-02-2022,Mouse,Accessories,East,4,2532,404.96
19-12-2024,Tablet,Electronics,South,8,9328,1008.6
05-02-2022,Printer,Office,North,1,686,86.18
29-02-2024,Smartwatch,Electronics,South,6,1290,343.35
26-08-2022,Printer,Office,West,5,1205,235.19
17-09-2024,Headphones,Accessories,South,7,7966,1313.56
14-08-2022,Camera,Electronics,North,7,1085,130.72
29-08-2024,Monitor,Accessories,West,9,6633,1239.11
21-11-2024,Laptop,Electronics,North,7,5096,971.5
20-07-2022,Tablet,Electronics,East,4,4120,710.07
15-08-2022,Monitor,Accessories,West,3,1479,207.58
09-04-2024,Smartphone,Electronics,West,7,1652,397.49
07-07-2022,Laptop,Electronics,South,1,1028,240.61
01-05-2023,Monitor,Accessories,East,4,4580,655.14
28-01-2024,Monitor,Accessories,South,8,2152,196.53
04-07-2022,Monitor,Accessories,South,6,4566,866.13
06-04-2024,Headphones,Accessories,East,3,2244,301.53
01-02-2024,Mouse,Accessories,West,4,1344,140.52
01-10-2023,Printer,Office,South,6,2622,131.53
03-12-2022,Smartphone,Electronics,South,1,325,46.84
17-12-2024,Keyboard,Accessories,West,1,960,95.88
30-11-2023,Smartphone,Electronics,North,7,2639,268.88
05-06-2024,Printer,Office,South,5,1025,246.15
13-01-2022,Monitor,Accessories,West,2,1924,434.86
29-08-2023,Smartphone,Electronics,North,2,1660,362.88
23-05-2022,Printer,Office,North,1,985,105.09
14-07-2024,Keyboard,Accessories,North,5,2600,537.11
21-10-2024,Camera,Electronics,West,4,2792,725.35
31-08-2024,Headphones,Accessories,North,2,378,87.37
17-04-2022,Camera,Electronics,West,8,968,271.61
12-05-2024,Smartwatch,Electronics,North,3,564,108.35
25-01-2023,Laptop,Electronics,South,5,2365,667.61
01-04-2024,Smartphone,Electronics,West,6,3252,834.84
05-05-2024,Camera,Electronics,North,1,276,42.68
20-05-2024,Mouse,Accessories,West,3,3408,205.76
20-10-2022,Laptop,Electronics,East,6,1398,180.88
27-02-2022,Keyboard,Accessories,North,4,904,108.85
01-12-2023,Keyboard,Accessories,South,1,1178,161.06
29-07-2022,Headphones,Accessories,West,3,2535,292.19
17-04-2023,Tablet,Electronics,West,1,496,146.92
30-06-2024,Smartphone,Electronics,West,4,3888,284.17
12-03-2024,Tablet,Electronics,East,7,4921,798.16
04-07-2024,Smartwatch,Electronics,West,8,4472,290.79
09-04-2023,Tablet,Electronics,North,3,603,153.37
10-03-2023,Headphones,Accessories,West,9,1899,501.4
03-01-2023,Printer,Office,North,4,544,67.84
29-05-2022,Monitor,Accessories,North,9,6471,1844.59
22-03-2023,Keyboard,Accessories,North,1,677,54.14
07-09-2022,Laptop,Electronics,South,4,1372,302.58
08-06-2024,Keyboard,Accessories,North,9,7542,1477.49
16-04-2023,Monitor,Accessories,West,1,924,125.65
11-07-2022,Smartphone,Electronics,East,5,3940,755.11
05-10-2024,Tablet,Electronics,West,2,374,49.26
19-03-2023,Printer,Office,North,5,1800,252.69
26-12-2022,Monitor,Accessories,West,5,3170,868.34
17-08-2024,Headphones,Accessories,North,7,5362,1029.47
05-11-2023,Monitor,Accessories,East,9,5976,1747.57
06-07-2023,Keyboard,Accessories,North,9,8514,1400.4
25-11-2023,Laptop,Electronics,South,1,810,157.47
08-01-2022,Mouse,Accessories,South,1,71,12.02
15-06-2022,Laptop,Electronics,North,1,651,57.94
13-03-2022,Monitor,Accessories,North,3,1245,119.11
06-11-2023,Monitor,Accessories,West,1,464,58.38
11-02-2023,Monitor,Accessories,North,5,5155,356.43
11-12-2023,Smartphone,Electronics,East,5,5175,786.27
13-01-2022,Smartphone,Electronics,East,2,1668,470.42
30-09-2024,Printer,Office,East,3,1872,532.81
16-01-2023,Laptop,Electronics,North,3,513,132.56
05-04-2024,Printer,Office,West,2,2276,366.5
02-01-2024,Mouse,Accessories,West,4,3428,305.79
02-03-2024,Keyboard,Accessories,East,2,1640,176.87
25-05-2024,Camera,Electronics,East,7,7077,1921.73
20-10-2023,Printer,Office,South,9,9225,1391.15
20-06-2022,Mouse,Accessories,South,5,3910,584.77
09-05-2023,Printer,Office,West,5,1995,369.22
31-08-2023,Keyboard,Accessories,North,7,385,43.43
23-03-2023,Mouse,Accessories,East,4,4316,566.7
28-04-2024,Smartwatch,Electronics,North,1,1169,340.69
30-03-2023,Headphones,Accessories,East,5,2325,506.32
18-02-2024,Monitor,Accessories,North,1,199,48.92
13-08-2022,Smartwatch,Electronics,South,3,375,80.58
05-05-2022,Laptop,Electronics,East,9,8010,763.32
03-01-2023,Mouse,Accessories,East,4,316,77.13
14-11-2024,Camera,Electronics,South,9,5895,442.49
09-04-2022,Headphones,Accessories,East,4,388,35.21
12-06-2024,Mouse,Accessories,West,5,3670,462.97
15-10-2024,Smartphone,Electronics,East,9,7731,2178.05
18-10-2023,Laptop,Electronics,South,3,1596,91.23
06-04-2024,Camera,Electronics,East,4,4192,216.16
29-07-2023,Tablet,Electronics,West,7,5264,756.33
04-06-2023,Laptop,Electronics,North,1,425,48.81
17-03-2022,Smartwatch,Electronics,North,4,3380,211.72
07-03-2024,Printer,Office,East,7,8379,2009.05
05-03-2022,Keyboard,Accessories,North,4,2040,393.72
17-04-2024,Printer,Office,East,4,1336,116.65
22-08-2024,Keyboard,Accessories,South,2,1934,157.41
09-04-2024,Keyboard,Accessories,South,3,1560,391.11
20-07-2024,Keyboard,Accessories,North,6,4446,1217.86
17-03-2023,Printer,Office,West,3,1893,508.8
04-07-2024,Camera,Electronics,East,4,4492,670.42
12-08-2023,Mouse,Accessories,South,6,6228,1852.45
23-04-2023,Camera,Electronics,East,7,4403,1295.89
15-10-2022,Headphones,Accessories,South,9,4176,510.97
24-05-2022,Keyboard,Accessories,West,2,486,64.43
09-05-2022,Printer,Office,East,5,4880,1084.69
02-11-2022,Printer,Office,West,5,265,53.21
10-09-2023,Laptop,Electronics,East,1,1041,128.58
28-03-2024,Smartphone,Electronics,East,8,9448,616.5
01-07-2022,Headphones,Accessories,South,3,1617,440.46
17-02-2024,Laptop,Electronics,West,2,1486,233.7
08-07-2023,Smartwatch,Electronics,East,8,7152,1539.72
29-12-2022,Mouse,Accessories,East,6,1404,368.36
11-08-2023,Camera,Electronics,South,2,122,16.23
01-08-2023,Camera,Electronics,North,9,7533,1285.72
23-07-2023,Headphones,Accessories,South,4,3888,810.08
05-07-2024,Smartphone,Electronics,South,5,870,48.87
28-11-2022,Mouse,Accessories,South,2,1446,403.89
11-11-2024,Tablet,Electronics,South,6,510,151.91
29-07-2024,Keyboard,Accessories,West,8,6224,790.27
25-04-2023,Keyboard,Accessories,North,2,686,85.03
11-12-2023,Mouse,Accessories,West,4,2840,591.94
12-11-2023,Laptop,Electronics,South,7,2562,347.62
04-05-2024,Smartphone,Electronics,West,5,790,216.12
09-07-2022,Laptop,Electronics,East,5,4170,786.42
22-11-2022,Tablet,Electronics,East,4,1360,373.59
13-03-2022,Camera,Electronics,East,6,5316,782.42
20-07-2023,Laptop,Electronics,West,4,3956,293.38
09-05-2022,Monitor,Accessories,North,3,726,94.38
04-08-2024,Smartphone,Electronics,North,4,228,29.37
31-07-2022,Headphones,Accessories,North,3,2274,442.57
13-09-2024,Keyboard,Accessories,North,9,2628,459.87
26-05-2024,Camera,Electronics,South,6,606,104.85
15-11-2024,Headphones,Accessories,East,8,7256,558.79
11-03-2023,Camera,Electronics,West,4,1956,125.69
20-06-2024,Printer,Office,South,6,3954,690.1
11-01-2023,Keyboard,Accessories,East,6,2262,442.86
15-02-2022,Printer,Office,North,4,2804,391.59
26-04-2022,Tablet,Electronics,South,9,5850,1511.06
07-06-2023,Keyboard,Accessories,West,1,56,9.16
17-01-2024,Monitor,Accessories,East,9,4302,344.64
14-05-2024,Camera,Electronics,West,9,10143,1690.66
15-05-2023,Headphones,Accessories,North,1,1012,164.89
22-05-2023,Tablet,Electronics,East,9,8964,448.62
05-08-2022,Mouse,Accessories,South,6,1758,262.36
12-10-2023,Printer,Office,North,6,6348,557.72
04-11-2023,Printer,Office,North,2,1582,422.46
17-05-2023,Mouse,Accessories,South,2,1924,394.4
02-04-2023,Keyboard,Accessories,North,1,120,23.86
26-01-2024,Headphones,Accessories,East,8,7752,1943.84
13-07-2023,Camera,Electronics,East,2,1114,300.44
28-11-2024,Keyboard,Accessories,North,5,1765,229.06
10-08-2022,Keyboard,Accessories,West,6,6834,1418.21
14-09-2022,Smartphone,Electronics,East,5,1520,433.53
05-08-2023,Smartwatch,Electronics,West,7,8141,767.6
30-08-2023,Tablet,Electronics,South,8,5176,866.36
11-05-2024,Mouse,Accessories,East,9,738,64.42
17-01-2024,Printer,Office,South,9,4086,217.48
16-09-2022,Mouse,Accessories,East,2,442,28.13
13-01-2023,Smartphone,Electronics,East,6,2478,153.86
22-01-2022,Keyboard,Accessories,South,2,1860,327.15
24-05-2022,Monitor,Accessories,East,9,4968,991.82
05-03-2023,Printer,Office,South,3,1446,278.94
25-04-2023,Mouse,Accessories,East,7,1722,414.87
13-07-2024,Smartwatch,Electronics,East,7,6573,460.28
01-09-2024,Headphones,Accessories,East,3,2481,249.52
26-12-2024,Monitor,Accessories,West,6,3828,1102.86
20-08-2023,Tablet,Electronics,East,7,1197,103.34
09-01-2022,Tablet,Electronics,West,7,7623,1459.84
14-08-2022,Mouse,Accessories,North,9,3384,252.11
01-01-2022,Monitor,Accessories,South,8,1296,273.97
25-07-2024,Tablet,Electronics,West,8,2840,262.62
22-08-2024,Camera,Electronics,East,7,1540,342.93
28-06-2022,Camera,Electronics,West,2,1414,308.39
26-04-2023,Camera,Electronics,West,8,8328,466.38
29-08-2023,Camera,Electronics,North,2,744,217.21
02-01-2023,Mouse,Accessories,South,9,1773,168.01
11-08-2023,Smartphone,Electronics,East,7,6034,1018.37
22-06-2023,Smartphone,Electronics,South,9,756,99.21
27-07-2024,Monitor,Accessories,East,8,2256,468.52
30-11-2023,Monitor,Accessories,North,7,875,203.63
26-11-2024,Headphones,Accessories,South,4,1208,115.13
15-08-2023,Headphones,Accessories,South,2,352,54.19
23-02-2023,Printer,Office,West,6,4266,357.51
26-03-2022,Tablet,Electronics,North,7,1841,496.89
27-07-2024,Camera,Electronics,East,1,712,89.5
23-03-2024,Printer,Office,West,2,724,72.19
09-12-2024,Smartphone,Electronics,West,8,5832,662.72
17-06-2023,Keyboard,Accessories,South,6,4188,989.14
21-09-2023,Tablet,Electronics,West,1,392,50.7
14-05-2022,Laptop,Electronics,East,9,963,49.71
13-04-2024,Camera,Electronics,West,6,5706,319.46
11-06-2024,Headphones,Accessories,West,7,1365,312.04
23-05-2023,Headphones,Accessories,South,1,202,11.24
24-12-2023,Smartphone,Electronics,North,9,2430,613.67
26-04-2023,Monitor,Accessories,South,3,2670,515.39
21-01-2022,Tablet,Electronics,South,7,2758,520.66
14-10-2022,Monitor,Accessories,South,9,873,82.35
23-08-2023,Smartwatch,Electronics,West,9,7245,1410.92
13-09-2023,Camera,Electronics,North,4,960,255.24
28-12-2024,Smartwatch,Electronics,East,4,1284,171.02
09-06-2023,Mouse,Accessories,West,4,512,110.47
10-07-2022,Smartwatch,Electronics,South,9,9729,2039.41
11-01-2023,Camera,Electronics,North,5,1580,166.16
26-07-2023,Mouse,Accessories,East,8,976,234.24
05-01-2024,Printer,Office,North,8,1824,495.35
08-05-2023,Smartphone,Electronics,South,4,3188,202.81
29-11-2023,Camera,Electronics,East,7,5467,556.02
05-09-2024,Smartphone,Electronics,South,6,5406,1277.46
08-08-2024,Headphones,Accessories,East,8,2984,742.31
12-04-2023,Printer,Office,North,1,919,193.35
18-08-2023,Camera,Electronics,South,6,1686,426.72
02-06-2023,Laptop,Electronics,West,7,4165,493.24
17-11-2023,Smartphone,Electronics,West,7,1281,282.63
17-06-2024,Smartwatch,Electronics,East,3,2829,362.16
06-04-2024,Monitor,Accessories,West,3,2211,292.31
18-12-2024,Headphones,Accessories,East,4,4740,607.81
09-12-2023,Camera,Electronics,East,1,718,169.09
10-10-2022,Headphones,Accessories,North,6,1716,108.81
22-04-2024,Monitor,Accessories,South,7,1547,152.59
14-06-2022,Mouse,Accessories,North,1,739,111.18
03-09-2023,Laptop,Electronics,West,3,819,231.88
19-12-2023,Laptop,Electronics,South,8,5696,1156.3
22-01-2023,Monitor,Accessories,South,2,1706,184.71
23-01-2024,Camera,Electronics,North,2,2066,608.23
07-06-2024,Laptop,Electronics,North,2,256,35.66
04-02-2024,Smartphone,Electronics,North,2,1102,182.54
31-08-2024,Monitor,Accessories,North,8,2872,483.94
11-11-2024,Tablet,Electronics,East,4,2584,394.52
27-07-2024,Mouse,Accessories,North,2,1366,298.32
11-05-2024,Smartwatch,Electronics,South,7,1253,354.23
24-03-2023,Laptop,Electronics,West,7,2618,300.81
22-09-2022,Headphones,Accessories,East,9,6822,1811.37
05-11-2023,Keyboard,Accessories,East,6,5286,636.16
13-06-2024,Monitor,Accessories,North,1,579,133.57
28-02-2022,Laptop,Electronics,West,8,1392,190.99
14-11-2022,Laptop,Electronics,West,9,2493,696.69
17-09-2023,Smartphone,Electronics,North,7,6461,766.45
17-08-2022,Tablet,Electronics,East,2,1486,201.07
14-05-2023,Printer,Office,South,1,1152,280.28
12-03-2022,Smartwatch,Electronics,West,2,1750,103.99
12-07-2022,Smartphone,Electronics,West,7,4417,495.37
05-07-2024,Laptop,Electronics,South,4,3724,276.85
16-06-2023,Camera,Electronics,West,3,2220,121.14
20-06-2023,Monitor,Accessories,West,8,9104,2620.58
08-08-2024,Printer,Office,West,3,3093,584.23
01-03-2023,Headphones,Accessories,South,6,3048,842.24
02-05-2022,Smartphone,Electronics,North,1,161,36.58
23-07-2023,Monitor,Accessories,West,7,7238,1889.69
30-03-2024,Smartphone,Electronics,North,3,3561,347.31
07-08-2022,Monitor,Accessories,North,5,1850,534.39
06-03-2022,Mouse,Accessories,West,6,3522,626.72
24-11-2023,Smartwatch,Electronics,East,1,584,172.4
31-08-2023,Smartphone,Electronics,East,4,2556,412.44
14-10-2023,Smartphone,Electronics,South,2,348,56.31
16-05-2023,Monitor,Accessories,South,9,1602,142.49
19-06-2023,Monitor,Accessories,South,3,2853,437.59
21-07-2023,Printer,Office,West,1,1024,230.3
20-03-2022,Camera,Electronics,East,5,4485,1324.49
06-08-2023,Printer,Office,East,2,436,79.69
21-10-2024,Smartwatch,Electronics,North,2,2232,150.12
14-08-2022,Keyboard,Accessories,South,6,7056,1445.01
15-03-2022,Keyboard,Accessories,East,5,875,96.65
01-02-2022,Smartwatch,Electronics,East,3,315,61.94
24-04-2022,Laptop,Electronics,East,2,358,51.75
23-03-2023,Camera,Electronics,South,7,3451,194.42
10-02-2022,Laptop,Electronics,North,9,1350,189.13
19-10-2023,Tablet,Electronics,West,8,3320,413.32
10-09-2024,Mouse,Accessories,North,9,8442,940.33
17-06-2022,Keyboard,Accessories,South,1,166,31.97
09-08-2023,Mouse,Accessories,North,5,3720,448.6
11-07-2023,Laptop,Electronics,South,2,1090,136.65
05-01-2024,Laptop,Electronics,West,9,9783,2347.49
22-09-2022,Smartphone,Electronics,North,4,2432,657.18
22-06-2023,Mouse,Accessories,North,7,4060,291.42
26-03-2023,Smartwatch,Electronics,North,1,387,99.59
11-08-2023,Smartwatch,Electronics,North,3,966,120.56
17-05-2024,Tablet,Electronics,North,3,3366,882.29
30-06-2024,Monitor,Accessories,West,7,7833,1843.94
09-04-2023,Monitor,Accessories,West,1,610,33.55
28-05-2022,Smartwatch,Electronics,West,8,4288,597.09
18-07-2022,Printer,Office,North,9,7740,605.35
20-08-2024,Smartwatch,Electronics,West,9,3150,457.13
31-12-2023,Keyboard,Accessories,West,2,894,224.75
09-10-2022,Laptop,Electronics,North,8,7544,1219.73
01-03-2024,Keyboard,Accessories,North,8,6360,1871.88
19-03-2022,Smartphone,Electronics,West,4,2428,485.75
05-10-2022,Headphones,Accessories,South,2,574,38.52
25-04-2023,Keyboard,Accessories,West,6,6744,660.47
11-09-2023,Headphones,Accessories,North,6,798,213.4
13-01-2023,Printer,Office,North,5,2860,339
03-04-2022,Printer,Office,South,5,5410,1129.77
26-02-2023,Laptop,Electronics,West,5,4445,580.15
03-11-2024,Smartwatch,Electronics,South,8,7536,1197.09
